Student Major,AVG HS GPA,Average Transfer GPA,Applicant Status,Local Preference
Pre-Crim/Criminal Justice,3,no,Enrolled,Local
Pre-Crim/Criminal Justice,3,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3,no,Applied,Local
Pre-Crim/Criminal Justice,3,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3,no,Enrolled,Local
Pre-Crim/Criminal Justice,3,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.02,no,Enrolled,Non-Local
Pre-Crim/Criminal Justice,3.04,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.04,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.04,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.04,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.04,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.04,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.04,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.04,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.04,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.04,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.04,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.04,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.04,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.04,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.04,no,Admitted,Local
Pre-Crim/Criminal Justice,3.04,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.04,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.05,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.05,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.05,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.05,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.05,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.05,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.05,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.05,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.05,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.05,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.05,no,Applied,Local
Pre-Crim/Criminal Justice,3.05,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.05,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.05,no,Admitted,Non-Local
Pre-Crim/Criminal Justice,3.05,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.05,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.05,no,Applied,Local
Pre-Crim/Criminal Justice,3.05,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.05,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.05,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.05,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.05,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.05,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.05,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.05,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.05,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.05,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.05,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.05,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.05,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.06,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.06,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.06,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.06,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.06,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.06,no,Applied,Local
Pre-Crim/Criminal Justice,3.06,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.06,no,Admitted,Local
Pre-Crim/Criminal Justice,3.06,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.06,no,Enrolled,Local
Pre-Crim/Criminal Justice,3.06,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.06,no,Admitted,Local
Pre-Crim/Criminal Justice,3.06,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.06,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.06,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.07,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.07,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.07,no,Enrolled,Non-Local
Pre-Crim/Criminal Justice,3.07,no,Applied,Local
Pre-Crim/Criminal Justice,3.07,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.07,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.07,no,Admitted,Local
Pre-Crim/Criminal Justice,3.07,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.07,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.07,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.07,no,Enrolled,Non-Local
Pre-Crim/Criminal Justice,3.07,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.07,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.07,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.07,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.07,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.07,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.07,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.07,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.08,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.08,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.08,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.08,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.08,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.08,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.08,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.08,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.08,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.08,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.08,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.08,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.08,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.09,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.09,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.09,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.09,no,Enrolled,Local
Pre-Crim/Criminal Justice,3.09,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.09,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.09,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.09,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.09,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.09,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.09,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.09,no,Enrolled,Non-Local
Pre-Crim/Criminal Justice,3.09,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.09,no,Enrolled,Local
Pre-Crim/Criminal Justice,3.09,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.09,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.1,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.1,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.1,no,Admitted,Local
Pre-Crim/Criminal Justice,3.1,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.1,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.1,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.1,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.1,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.1,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.1,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.1,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.1,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.1,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.1,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.1,no,Admitted,Non-Local
Pre-Crim/Criminal Justice,3.1,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.1,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.1,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.11,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.11,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.11,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.11,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.11,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.11,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.11,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.11,no,Admitted,Local
Pre-Crim/Criminal Justice,3.11,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.11,no,Enrolled,Local
Pre-Crim/Criminal Justice,3.11,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.11,no,Enrolled,Local
Pre-Crim/Criminal Justice,3.11,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.11,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.11,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.12,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.12,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.12,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.12,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.12,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.12,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.12,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.12,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.12,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.13,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.13,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.13,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.13,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.13,no,Enrolled,Local
Pre-Crim/Criminal Justice,3.13,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.13,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.13,no,Admitted,Local
Pre-Crim/Criminal Justice,3.13,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.13,no,Enrolled,Local
Pre-Crim/Criminal Justice,3.13,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.13,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.13,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.13,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.13,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.13,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.13,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.13,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.13,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.13,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.13,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.13,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.13,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.13,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.13,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.13,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.13,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.13,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.13,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.13,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.14,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.14,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.14,no,Applied,Local
Pre-Crim/Criminal Justice,3.14,no,Enrolled,Local
Pre-Crim/Criminal Justice,3.14,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.14,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.14,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.14,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.14,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.14,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.14,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.14,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.14,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.14,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.14,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.14,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.14,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.14,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.14,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.14,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.14,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.14,no,Admitted,Local
Pre-Crim/Criminal Justice,3.14,no,Enrolled,Local
Pre-Crim/Criminal Justice,3.15,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.15,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.15,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.15,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.15,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.15,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.15,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.15,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.15,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.15,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.15,no,Admitted,Local
Pre-Crim/Criminal Justice,3.15,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.15,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.15,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.15,no,Admitted,Local
Pre-Crim/Criminal Justice,3.15,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.16,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.16,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.16,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.16,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.16,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.16,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.16,no,Enrolled,Non-Local
Pre-Crim/Criminal Justice,3.16,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.17,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.17,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.17,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.17,no,Admitted,Local
Pre-Crim/Criminal Justice,3.17,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.17,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.17,no,Applied,Local
Pre-Crim/Criminal Justice,3.17,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.17,no,Admitted,Non-Local
Pre-Crim/Criminal Justice,3.17,no,Admitted,Local
Pre-Crim/Criminal Justice,3.17,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.17,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.17,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.17,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.17,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.17,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.17,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.17,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.17,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.17,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.18,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.18,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.18,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.18,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.18,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.18,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.18,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.18,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.18,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.18,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.18,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.18,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.18,no,Admitted,Local
Pre-Crim/Criminal Justice,3.18,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.18,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.18,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.18,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.18,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.19,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.19,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.19,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.19,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.19,no,Enrolled,Non-Local
Pre-Crim/Criminal Justice,3.19,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.19,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.19,no,Applied,Local
Pre-Crim/Criminal Justice,3.19,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.19,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.19,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.19,no,Applied,Local
Pre-Crim/Criminal Justice,3.19,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.19,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.19,no,Enrolled,Non-Local
Pre-Crim/Criminal Justice,3.19,no,Admitted,Local
Pre-Crim/Criminal Justice,3.2,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.2,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.2,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.2,no,Admitted,Local
Pre-Crim/Criminal Justice,3.2,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.2,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.2,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.2,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.2,no,Enrolled,Non-Local
Pre-Crim/Criminal Justice,3.2,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.2,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.2,no,Admitted,Local
Pre-Crim/Criminal Justice,3.2,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.2,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.2,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.2,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.2,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.2,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.2,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.2,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.2,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.2,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.21,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.21,no,Enrolled,Non-Local
Pre-Crim/Criminal Justice,3.21,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.21,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.21,no,Enrolled,Non-Local
Pre-Crim/Criminal Justice,3.21,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.21,no,Enrolled,Local
Pre-Crim/Criminal Justice,3.21,no,Admitted,Non-Local
Pre-Crim/Criminal Justice,3.21,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.21,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.21,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.21,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.21,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.21,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.21,no,Enrolled,Non-Local
Pre-Crim/Criminal Justice,3.21,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.21,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.21,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.21,no,Enrolled,Local
Pre-Crim/Criminal Justice,3.22,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.22,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.22,no,Admitted,Local
Pre-Crim/Criminal Justice,3.22,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.22,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.22,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.22,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.22,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.22,no,Admitted,Local
Pre-Crim/Criminal Justice,3.22,no,Admitted,Local
Pre-Crim/Criminal Justice,3.22,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.22,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.22,no,Enrolled,Local
Pre-Crim/Criminal Justice,3.22,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.22,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.22,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.22,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.23,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.23,no,Enrolled,Local
Pre-Crim/Criminal Justice,3.23,no,Admitted,Local
Pre-Crim/Criminal Justice,3.23,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.23,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.23,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.23,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.23,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.23,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.23,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.23,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.23,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.23,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.23,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.24,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.24,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.24,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.24,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.24,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.24,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.24,no,Applied,Local
Pre-Crim/Criminal Justice,3.24,no,Enrolled,Local
Pre-Crim/Criminal Justice,3.24,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.24,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.24,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.24,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.24,no,Applied,Local
Pre-Crim/Criminal Justice,3.24,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.25,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.25,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.25,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.25,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.25,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.25,no,Admitted,Local
Pre-Crim/Criminal Justice,3.25,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.25,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.25,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.25,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.25,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.25,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.25,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.25,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.25,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.25,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.25,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.25,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.25,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.25,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.25,no,Admitted,Local
Pre-Crim/Criminal Justice,3.25,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.25,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.25,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.26,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.26,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.26,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.26,no,Enrolled,Non-Local
Pre-Crim/Criminal Justice,3.26,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.26,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.26,no,Enrolled,Local
Pre-Crim/Criminal Justice,3.26,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.26,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.26,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.26,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.26,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.26,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.26,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.26,no,Enrolled,Non-Local
Pre-Crim/Criminal Justice,3.27,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.27,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.27,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.27,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.27,no,Applied,Non-Local
Pre-Crim/Criminal Justice,3.27,no,Enrolled,Local
