"","province","year","quarter","pop_dens","literacy","in_migration","pop","urban_rural_ratio","cases","incidence","year_quarter","diff"
"220","binh phuoc",2015,"4",137.84,93.4,3.1,947200,0.261923794297895,154,16.2584459459459,2015-10-01,-0.189473684210526
"221","binh thuan",2011,"1",151.12,93.9,2.1,1180680,0.640562472209871,306,25.9172680150422,2011-01-01,0
"222","binh thuan",2011,"2",151.12,93.9,2.1,1180680,0.640562472209871,328,27.7806010095877,2011-04-01,0.0718954248366013
"223","binh thuan",2011,"3",151.12,93.9,2.1,1180680,0.640562472209871,343,29.0510553240505,2011-07-01,0.0457317073170732
"224","binh thuan",2011,"4",151.12,93.9,2.1,1180680,0.640562472209871,241,20.4119659857032,2011-10-01,-0.297376093294461
"225","binh thuan",2012,"1",152.26,93.3,2.3,1189590,0.637290794979079,364,30.5987777301423,2012-01-01,0.499060783835039
"226","binh thuan",2012,"2",152.26,93.3,2.3,1189590,0.637290794979079,400,33.6250304726839,2012-04-01,0.098901098901099
"227","binh thuan",2012,"3",152.26,93.3,2.3,1189590,0.637290794979079,343,28.8334636303264,2012-07-01,-0.1425
"228","binh thuan",2012,"4",152.26,93.3,2.3,1189590,0.637290794979079,299,25.1347102783312,2012-10-01,-0.128279883381924
"229","binh thuan",2013,"1",152.91,93.9,5.3,1194660,0.634049595820054,341,28.5436860696767,2013-01-01,0.135628211091195
"230","binh thuan",2013,"2",152.91,93.9,5.3,1194660,0.634049595820054,329,27.5392161786617,2013-04-01,-0.0351906158357771
"231","binh thuan",2013,"3",152.91,93.9,5.3,1194660,0.634049595820054,284,23.7724540873554,2013-07-01,-0.13677811550152
"232","binh thuan",2013,"4",152.91,93.9,5.3,1194660,0.634049595820054,305,25.5302763966317,2013-10-01,0.0739436619718309
"233","binh thuan",2014,"1",153.24,93,2.4,1197260,0.633057806148894,314,26.2265506239246,2014-01-01,0.0272724907664851
"234","binh thuan",2014,"2",153.24,93,2.4,1197260,0.633057806148894,363,30.319228906002,2014-04-01,0.156050955414013
"235","binh thuan",2014,"3",153.24,93,2.4,1197260,0.633057806148894,319,26.6441708567897,2014-07-01,-0.121212121212121
"236","binh thuan",2014,"4",153.24,93,2.4,1197260,0.633057806148894,261,21.7997761555552,2014-10-01,-0.181818181818182
"237","binh thuan",2015,"1",154.28,93.3,1,1205400,0.627599243856333,285,23.6436037829766,2015-01-01,0.0845801174408647
"238","binh thuan",2015,"2",154.28,93.3,1,1205400,0.627599243856333,342,28.3723245395719,2015-04-01,0.2
"239","binh thuan",2015,"3",154.28,93.3,1,1205400,0.627599243856333,350,29.0360046457607,2015-07-01,0.0233918128654971
"240","binh thuan",2015,"4",154.28,93.3,1,1205400,0.627599243856333,285,23.6436037829766,2015-10-01,-0.185714285714286
"241","ca mau",2011,"1",227.48,95.7,4.2,1204500,0.275548024992058,280,23.2461602324616,2011-01-01,0
"242","ca mau",2011,"2",227.48,95.7,4.2,1204500,0.275548024992058,328,27.2312162723122,2011-04-01,0.171428571428572
"243","ca mau",2011,"3",227.48,95.7,4.2,1204500,0.275548024992058,266,22.0838522208385,2011-07-01,-0.189024390243902
"244","ca mau",2011,"4",227.48,95.7,4.2,1204500,0.275548024992058,277,22.9970942299709,2011-10-01,0.0413533834586465
"245","ca mau",2012,"1",227.29,96,2.4,1203460,0.277829687831811,300,24.9281239093946,2012-01-01,0.0839684205366705
"246","ca mau",2012,"2",227.29,96,2.4,1203460,0.277829687831811,315,26.1745301048643,2012-04-01,0.05
"247","ca mau",2012,"3",227.29,96,2.4,1203460,0.277829687831811,322,26.7561863294168,2012-07-01,0.0222222222222223
"248","ca mau",2012,"4",227.29,96,2.4,1203460,0.277829687831811,281,23.3493427284663,2012-10-01,-0.127329192546584
"249","ca mau",2013,"1",227.02,95.5,2.9,1202070,0.280146111330018,251,20.8806475496435,2013-01-01,-0.105728679711957
"250","ca mau",2013,"2",227.02,95.5,2.9,1202070,0.280146111330018,310,25.7888475712729,2013-04-01,0.235059760956175
"251","ca mau",2013,"3",227.02,95.5,2.9,1202070,0.280146111330018,302,25.1233289242723,2013-07-01,-0.0258064516129033
"252","ca mau",2013,"4",227.02,95.5,2.9,1202070,0.280146111330018,315,26.2047967256483,2013-10-01,0.0430463576158941
"253","ca mau",2014,"1",226.77,96,2.8,1200740,0.282488651535381,264,21.9864416942885,2014-01-01,-0.16097644547767
"254","ca mau",2014,"2",226.77,96,2.8,1200740,0.282488651535381,333,27.7328980462048,2014-04-01,0.261363636363636
"255","ca mau",2014,"3",226.77,96,2.8,1200740,0.282488651535381,377,31.3973049952529,2014-07-01,0.132132132132132
"256","ca mau",2014,"4",226.77,96,2.8,1200740,0.282488651535381,263,21.9031597181738,2014-10-01,-0.302387267904509
"257","ca mau",2015,"1",226.54,95.6,0.5,1199500,0.284918594687232,337,28.0950395998333,2015-01-01,0.282693454338547
"258","ca mau",2015,"2",226.54,95.6,0.5,1199500,0.284918594687232,336,28.0116715298041,2015-04-01,-0.00296735905044505
"259","ca mau",2015,"3",226.54,95.6,0.5,1199500,0.284918594687232,372,31.0129220508545,2015-07-01,0.107142857142857
"260","ca mau",2015,"4",226.54,95.6,0.5,1199500,0.284918594687232,317,26.4276781992497,2015-10-01,-0.147849462365591
"261","can tho",2011,"1",848.78,95.1,6.9,1195930,1.99869615365328,425,35.537196993135,2011-01-01,0
"262","can tho",2011,"2",848.78,95.1,6.9,1195930,1.99869615365328,432,36.1225155318455,2011-04-01,0.0164705882352941
"263","can tho",2011,"3",848.78,95.1,6.9,1195930,1.99869615365328,448,37.4603864774694,2011-07-01,0.0370370370370372
"264","can tho",2011,"4",848.78,95.1,6.9,1195930,1.99869615365328,424,35.4535800590336,2011-10-01,-0.0535714285714287
"265","can tho",2012,"1",852.33,95.4,8.9,1200930,2.03341752967921,436,36.3051968058088,2012-01-01,0.0240206135842207
"266","can tho",2012,"2",852.33,95.4,8.9,1200930,2.03341752967921,463,38.5534544061686,2012-04-01,0.0619266055045872
"267","can tho",2012,"3",852.33,95.4,8.9,1200930,2.03341752967921,454,37.8040352060486,2012-07-01,-0.0194384449244061
"268","can tho",2012,"4",852.33,95.4,8.9,1200930,2.03341752967921,425,35.3892400056623,2012-10-01,-0.0638766519823788
"269","can tho",2013,"1",853.96,94.5,9.6,1203230,2.06915110702989,440,36.5682371616399,2013-01-01,0.0333151306947818
"270","can tho",2013,"2",853.96,94.5,9.6,1203230,2.06915110702989,485,40.3081705077167,2013-04-01,0.102272727272727
"271","can tho",2013,"3",853.96,94.5,9.6,1203230,2.06915110702989,501,41.6379245863218,2013-07-01,0.0329896907216494
"272","can tho",2013,"4",853.96,94.5,9.6,1203230,2.06915110702989,399,33.1607423352144,2013-10-01,-0.203592814371258
"273","can tho",2014,"1",855.79,94.2,8.2,1205720,2.1060047914681,447,37.073284012872,2014-01-01,0.117987155960099
"274","can tho",2014,"2",855.79,94.2,8.2,1205720,2.1060047914681,449,37.239160003981,2014-04-01,0.00447427293064877
"275","can tho",2014,"3",855.79,94.2,8.2,1205720,2.1060047914681,473,39.2296718972896,2014-07-01,0.0534521158129175
"276","can tho",2014,"4",855.79,94.2,8.2,1205720,2.1060047914681,424,35.1657101151179,2014-10-01,-0.103594080338266
"277","can tho",2015,"1",857.76,94.2,3.1,1208500,2.14386056191467,413,34.1745966073645,2015-01-01,-0.0281840891171811
"278","can tho",2015,"2",857.76,94.2,3.1,1208500,2.14386056191467,493,40.7943731899048,2015-04-01,0.193704600484262
"279","can tho",2015,"3",857.76,94.2,3.1,1208500,2.14386056191467,437,36.1605295821266,2015-07-01,-0.113590263691684
"280","can tho",2015,"4",857.76,94.2,3.1,1208500,2.14386056191467,410,33.9263549855192,2015-10-01,-0.0617848970251715
"281","cao bang",2011,"1",76.63,84.9,4.6,514020,0.239917020455423,40,7.78179837360414,2011-01-01,0
"282","cao bang",2011,"2",76.63,84.9,4.6,514020,0.239917020455423,79,15.3690517878682,2011-04-01,0.975
"283","cao bang",2011,"3",76.63,84.9,4.6,514020,0.239917020455423,82,15.9526866658885,2011-07-01,0.0379746835443038
"284","cao bang",2011,"4",76.63,84.9,4.6,514020,0.239917020455423,59,11.4781526010661,2011-10-01,-0.280487804878049
"285","cao bang",2012,"1",76.91,85,4.4,515880,0.253170091823349,56,10.8552376521672,2012-01-01,-0.0542696172937341
"286","cao bang",2012,"2",76.91,85,4.4,515880,0.253170091823349,78,15.1197953012328,2012-04-01,0.392857142857143
"287","cao bang",2012,"3",76.91,85,4.4,515880,0.253170091823349,66,12.793672947197,2012-07-01,-0.153846153846154
"288","cao bang",2012,"4",76.91,85,4.4,515880,0.253170091823349,53,10.2737070636582,2012-10-01,-0.196969696969697
"289","cao bang",2013,"1",77.2,86.5,8.1,517850,0.255211363195656,53,10.2346239258473,2013-01-01,-0.00380419040262628
"290","cao bang",2013,"2",77.2,86.5,8.1,517850,0.255211363195656,74,14.2898522738245,2013-04-01,0.39622641509434
"291","cao bang",2013,"3",77.2,86.5,8.1,517850,0.255211363195656,76,14.6760644974413,2013-07-01,0.027027027027027
"292","cao bang",2013,"4",77.2,86.5,8.1,517850,0.255211363195656,55,10.6208361494641,2013-10-01,-0.276315789473684
"293","cao bang",2014,"1",77.55,81.5,3.3,519870,0.257151839044326,41,7.88658703137323,2014-01-01,-0.257441982873341
"294","cao bang",2014,"2",77.55,81.5,3.3,519870,0.257151839044326,71,13.6572604689634,2014-04-01,0.731707317073171
"295","cao bang",2014,"3",77.55,81.5,3.3,519870,0.257151839044326,61,11.7337026564333,2014-07-01,-0.140845070422535
"296","cao bang",2014,"4",77.55,81.5,3.3,519870,0.257151839044326,48,9.23307750014427,2014-10-01,-0.213114754098361
"297","cao bang",2015,"1",77.87,85.5,4,522000,0.262763126058553,55,10.5363984674329,2015-01-01,0.14115780651341
"298","cao bang",2015,"2",77.87,85.5,4,522000,0.262763126058553,79,15.1340996168582,2015-04-01,0.436363636363637
"299","cao bang",2015,"3",77.87,85.5,4,522000,0.262763126058553,57,10.9195402298851,2015-07-01,-0.278481012658228
"300","cao bang",2015,"4",77.87,85.5,4,522000,0.262763126058553,43,8.23754789272031,2015-10-01,-0.245614035087719
"301","da nang",2011,"1",753.58,97.7,22.8,968650,6.64462157682898,297,30.6612295462757,2011-01-01,0
"302","da nang",2011,"2",753.58,97.7,22.8,968650,6.64462157682898,321,33.1389046611263,2011-04-01,0.0808080808080808
"303","da nang",2011,"3",753.58,97.7,22.8,968650,6.64462157682898,295,30.4547566200382,2011-07-01,-0.0809968847352026
"304","da nang",2011,"4",753.58,97.7,22.8,968650,6.64462157682898,256,26.428534558406,2011-10-01,-0.132203389830508
"305","da nang",2012,"1",775.08,97.7,17.5,996290,6.66200107667461,305,30.6135763683265,2012-01-01,0.158353154264823
"306","da nang",2012,"2",775.08,97.7,17.5,996290,6.66200107667461,315,31.6173001836815,2012-04-01,0.0327868852459016
"307","da nang",2012,"3",775.08,97.7,17.5,996290,6.66200107667461,275,27.6024049222616,2012-07-01,-0.126984126984127
"308","da nang",2012,"4",775.08,97.7,17.5,996290,6.66200107667461,279,28.0038944484036,2012-10-01,0.0145454545454545
"309","da nang",2013,"1",791.45,98.1,15.5,1017330,6.67970106439194,290,28.5059911729724,2013-01-01,0.0179295321046832
"310","da nang",2013,"2",791.45,98.1,15.5,1017330,6.67970106439194,301,29.5872529071196,2013-04-01,0.0379310344827585
"311","da nang",2013,"3",791.45,98.1,15.5,1017330,6.67970106439194,273,26.8349503111085,2013-07-01,-0.0930232558139535
"312","da nang",2013,"4",791.45,98.1,15.5,1017330,6.67970106439194,328,32.2412589818446,2013-10-01,0.201465201465201
"313","da nang",2014,"1",804.37,97.8,14,1033930,6.69701481426338,292,28.2417571789193,2014-01-01,-0.124049181986892
"314","da nang",2014,"2",804.37,97.8,14,1033930,6.69701481426338,311,30.0794057624791,2014-04-01,0.0650684931506849
"315","da nang",2014,"3",804.37,97.8,14,1033930,6.69701481426338,294,28.4351938719256,2014-07-01,-0.0546623794212218
"316","da nang",2014,"4",804.37,97.8,14,1033930,6.69701481426338,272,26.3073902488563,2014-10-01,-0.0748299319727891
"317","da nang",2015,"1",821.77,97.5,11.6,1056300,6.71585098612126,237,22.4368077250781,2015-01-01,-0.147129095176838
"318","da nang",2015,"2",821.77,97.5,11.6,1056300,6.71585098612126,297,28.1170122124396,2015-04-01,0.253164556962025
"319","da nang",2015,"3",821.77,97.5,11.6,1056300,6.71585098612126,270,25.560920193127,2015-07-01,-0.0909090909090908
"320","da nang",2015,"4",821.77,97.5,11.6,1056300,6.71585098612126,293,27.7383319132822,2015-10-01,0.0851851851851852
"321","dak lak",2011,"1",134.12,93.2,7.7,1760420,0.318172968925496,170,9.65678644868838,2011-01-01,0
"322","dak lak",2011,"2",134.12,93.2,7.7,1760420,0.318172968925496,216,12.2697992524511,2011-04-01,0.270588235294118
"323","dak lak",2011,"3",134.12,93.2,7.7,1760420,0.318172968925496,221,12.5538223832949,2011-07-01,0.023148148148148
"324","dak lak",2011,"4",134.12,93.2,7.7,1760420,0.318172968925496,201,11.4177298599198,2011-10-01,-0.090497737556561
"325","dak lak",2012,"1",135.41,94.6,8.4,1777260,0.319469913508297,186,10.4655480908815,2012-01-01,-0.0833950164104698
"326","dak lak",2012,"2",135.41,94.6,8.4,1777260,0.319469913508297,220,12.3786052687845,2012-04-01,0.182795698924731
"327","dak lak",2012,"3",135.41,94.6,8.4,1777260,0.319469913508297,235,13.2226010825653,2012-07-01,0.0681818181818183
"328","dak lak",2012,"4",135.41,94.6,8.4,1777260,0.319469913508297,178,10.0154169901984,2012-10-01,-0.242553191489362
"329","dak lak",2013,"1",136.72,94.2,9.7,1794560,0.320772491756948,209,11.6463088445078,2013-01-01,0.162838138033147
"330","dak lak",2013,"2",136.72,94.2,9.7,1794560,0.320772491756948,225,12.537892296719,2013-04-01,0.0765550239234449
"331","dak lak",2013,"3",136.72,94.2,9.7,1794560,0.320772491756948,212,11.8134807417974,2013-07-01,-0.0577777777777777
"332","dak lak",2013,"4",136.72,94.2,9.7,1794560,0.320772491756948,185,10.3089336661912,2013-10-01,-0.127358490566038
"333","dak lak",2014,"1",137.58,91.4,3.7,1805830,0.32208067940552,190,10.5214776584728,2014-01-01,0.0206174565831897
"334","dak lak",2014,"2",137.58,91.4,3.7,1805830,0.32208067940552,276,15.2838307038869,2014-04-01,0.452631578947368
"335","dak lak",2014,"3",137.58,91.4,3.7,1805830,0.32208067940552,210,11.6290016225226,2014-07-01,-0.239130434782609
"336","dak lak",2014,"4",137.58,91.4,3.7,1805830,0.32208067940552,221,12.23813980275,2014-10-01,0.0523809523809525
"337","dak lak",2015,"1",138.67,92.9,2.5,1820100,0.323396830013087,188,10.3291027965496,2015-01-01,-0.155990782665464
"338","dak lak",2015,"2",138.67,92.9,2.5,1820100,0.323396830013087,204,11.2081753749794,2015-04-01,0.0851063829787236
"339","dak lak",2015,"3",138.67,92.9,2.5,1820100,0.323396830013087,208,11.4279435195868,2015-07-01,0.0196078431372549
"340","dak lak",2015,"4",138.67,92.9,2.5,1820100,0.323396830013087,193,10.6038129773089,2015-10-01,-0.0721153846153847
"341","dak nong",2011,"1",78.68,93.9,5.7,512670,0.17428649961061,49,9.55780521583085,2011-01-01,0
"342","dak nong",2011,"2",78.68,93.9,5.7,512670,0.17428649961061,47,9.16769071722551,2011-04-01,-0.0408163265306122
"343","dak nong",2011,"3",78.68,93.9,5.7,512670,0.17428649961061,65,12.6787212046736,2011-07-01,0.382978723404255
"344","dak nong",2011,"4",78.68,93.9,5.7,512670,0.17428649961061,61,11.8984922074629,2011-10-01,-0.0615384615384615
"345","dak nong",2012,"1",81.25,94.2,42.3,529370,0.1749678163981,69,13.0343615996373,2012-01-01,0.0954633051288616
"346","dak nong",2012,"2",81.25,94.2,42.3,529370,0.1749678163981,65,12.2787464344409,2012-04-01,-0.0579710144927535
"347","dak nong",2012,"3",81.25,94.2,42.3,529370,0.1749678163981,66,12.46765022574,2012-07-01,0.0153846153846153
"348","dak nong",2012,"4",81.25,94.2,42.3,529370,0.1749678163981,65,12.2787464344409,2012-10-01,-0.015151515151515
"349","dak nong",2013,"1",84.12,94,18.4,548100,0.175675675675676,61,11.1293559569422,2013-01-01,-0.0936081287805427
"350","dak nong",2013,"2",84.12,94,18.4,548100,0.175675675675676,52,9.48731983214742,2013-04-01,-0.147540983606557
"351","dak nong",2013,"3",84.12,94,18.4,548100,0.175675675675676,79,14.4134282065317,2013-07-01,0.519230769230769
"352","dak nong",2013,"4",84.12,94,18.4,548100,0.175675675675676,56,10.2171136653895,2013-10-01,-0.291139240506329
"353","dak nong",2014,"1",86.71,92.3,42.7,564960,0.177490621092122,52,9.2041914471821,2014-01-01,-0.0991397621070519
"354","dak nong",2014,"2",86.71,92.3,42.7,564960,0.177490621092122,64,11.328235627301,2014-04-01,0.230769230769231
"355","dak nong",2014,"3",86.71,92.3,42.7,564960,0.177490621092122,60,10.6202209005947,2014-07-01,-0.0625
"356","dak nong",2014,"4",86.71,92.3,42.7,564960,0.177490621092122,70,12.3902577173605,2014-10-01,0.166666666666667
"357","dak nong",2015,"1",89.09,93.7,3.8,580500,0.177723676202069,60,10.3359173126615,2015-01-01,-0.165802879291251
"358","dak nong",2015,"2",89.09,93.7,3.8,580500,0.177723676202069,60,10.3359173126615,2015-04-01,0
"359","dak nong",2015,"3",89.09,93.7,3.8,580500,0.177723676202069,74,12.7476313522825,2015-07-01,0.233333333333333
"360","dak nong",2015,"4",89.09,93.7,3.8,580500,0.177723676202069,78,13.4366925064599,2015-10-01,0.0540540540540541
"361","dien bien",2011,"1",53.62,65,3.9,512800,0.173670237114346,19,3.70514820592824,2011-01-01,0
"362","dien bien",2011,"2",53.62,65,3.9,512800,0.173670237114346,26,5.07020280811232,2011-04-01,0.368421052631579
"363","dien bien",2011,"3",53.62,65,3.9,512800,0.173670237114346,34,6.63026521060843,2011-07-01,0.307692307692308
"364","dien bien",2011,"4",53.62,65,3.9,512800,0.173670237114346,36,7.02028081123245,2011-10-01,0.0588235294117646
"365","dien bien",2012,"1",54.78,70.8,3.4,523880,0.172541910069608,33,6.29915247766664,2012-01-01,-0.10272072484793
"366","dien bien",2012,"2",54.78,70.8,3.4,523880,0.172541910069608,37,7.0626861113232,2012-04-01,0.121212121212121
"367","dien bien",2012,"3",54.78,70.8,3.4,523880,0.172541910069608,41,7.82621974497977,2012-07-01,0.108108108108108
"368","dien bien",2012,"4",54.78,70.8,3.4,523880,0.172541910069608,38,7.25356951973734,2012-10-01,-0.0731707317073171
"369","dien bien",2013,"1",55.94,71.4,4.7,534970,0.171590635334312,24,4.48623287287138,2013-01-01,-0.381513769094775
"370","dien bien",2013,"2",55.94,71.4,4.7,534970,0.171590635334312,33,6.16857020019814,2013-04-01,0.375
"371","dien bien",2013,"3",55.94,71.4,4.7,534970,0.171590635334312,34,6.35549656990112,2013-07-01,0.0303030303030303
"372","dien bien",2013,"4",55.94,71.4,4.7,534970,0.171590635334312,25,4.67315924257435,2013-10-01,-0.264705882352941
"373","dien bien",2014,"1",57.1,70.2,4.4,546060,0.17074739505167,21,3.84573123832546,2014-01-01,-0.177059663773212
"374","dien bien",2014,"2",57.1,70.2,4.4,546060,0.17074739505167,41,7.50833241768304,2014-04-01,0.952380952380952
"375","dien bien",2014,"3",57.1,70.2,4.4,546060,0.17074739505167,37,6.77581218181152,2014-07-01,-0.0975609756097561
"376","dien bien",2014,"4",57.1,70.2,4.4,546060,0.17074739505167,22,4.02886129729334,2014-10-01,-0.405405405405405
"377","dien bien",2015,"1",58.26,75.1,2,557100,0.170096598068039,22,3.94902171961946,2015-01-01,-0.0198169089929994
"378","dien bien",2015,"2",58.26,75.1,2,557100,0.170096598068039,36,6.46203554119548,2015-04-01,0.636363636363636
"379","dien bien",2015,"3",58.26,75.1,2,557100,0.170096598068039,40,7.1800394902172,2015-07-01,0.111111111111111
"380","dien bien",2015,"4",58.26,75.1,2,557100,0.170096598068039,31,5.56453060491833,2015-10-01,-0.225
"381","dong nai",2011,"1",450.6,97.1,31.4,2661780,0.495306417091271,581,21.8274988917191,2011-01-01,0
"382","dong nai",2011,"2",450.6,97.1,31.4,2661780,0.495306417091271,655,24.6075934149329,2011-04-01,0.12736660929432
"383","dong nai",2011,"3",450.6,97.1,31.4,2661780,0.495306417091271,718,26.9744306441554,2011-07-01,0.0961832061068702
"384","dong nai",2011,"4",450.6,97.1,31.4,2661780,0.495306417091271,668,25.0959883987407,2011-10-01,-0.0696378830083565
"385","dong nai",2012,"1",460.29,97,18.5,2719050,0.494714448274156,635,23.3537448741288,2012-01-01,-0.0694231881578048
"386","dong nai",2012,"2",460.29,97,18.5,2719050,0.494714448274156,652,23.9789632408378,2012-04-01,0.0267716535433071
"387","dong nai",2012,"3",460.29,97,18.5,2719050,0.494714448274156,696,25.5971754840845,2012-07-01,0.0674846625766872
"388","dong nai",2012,"4",460.29,97,18.5,2719050,0.494714448274156,640,23.5376326290432,2012-10-01,-0.0804597701149427
"389","dong nai",2013,"1",469.16,97.2,14.6,2771420,0.494123609074441,567,20.458826161318,2013-01-01,-0.130803573844816
"390","dong nai",2013,"2",469.16,97.2,14.6,2771420,0.494123609074441,694,25.0413145607667,2013-04-01,0.223985890652557
"391","dong nai",2013,"3",469.16,97.2,14.6,2771420,0.494123609074441,627,22.6237813106638,2013-07-01,-0.0965417867435158
"392","dong nai",2013,"4",469.16,97.2,14.6,2771420,0.494123609074441,592,21.3608908068788,2013-10-01,-0.0558213716108452
"393","dong nai",2014,"1",479.29,97.3,23.6,2831290,0.493540610542863,565,19.9555679566558,2014-01-01,-0.0657895245534627
"394","dong nai",2014,"2",479.29,97.3,23.6,2831290,0.493540610542863,637,22.4985783865305,2014-04-01,0.127433628318584
"395","dong nai",2014,"3",479.29,97.3,23.6,2831290,0.493540610542863,681,24.0526403158984,2014-07-01,0.0690737833594977
"396","dong nai",2014,"4",479.29,97.3,23.6,2831290,0.493540610542863,660,23.3109289405183,2014-10-01,-0.0308370044052864
"397","dong nai",2015,"1",489.23,97.1,20.4,2890000,0.492922822605641,591,20.4498269896194,2015-01-01,-0.122736505190311
"398","dong nai",2015,"2",489.23,97.1,20.4,2890000,0.492922822605641,682,23.598615916955,2015-04-01,0.153976311336717
"399","dong nai",2015,"3",489.23,97.1,20.4,2890000,0.492922822605641,702,24.2906574394464,2015-07-01,0.029325513196481
"400","dong nai",2015,"4",489.23,97.1,20.4,2890000,0.492922822605641,634,21.9377162629758,2015-10-01,-0.0968660968660968
"401","dong thap",2011,"1",489.56,91,5.8,1653230,0.217336239396795,586,35.445763747331,2011-01-01,0
"402","dong thap",2011,"2",489.56,91,5.8,1653230,0.217336239396795,594,35.9296649588986,2011-04-01,0.0136518771331057
"403","dong thap",2011,"3",489.56,91,5.8,1653230,0.217336239396795,578,34.9618625357633,2011-07-01,-0.026936026936027
"404","dong thap",2011,"4",489.56,91,5.8,1653230,0.217336239396795,516,31.211628146114,2011-10-01,-0.107266435986159
"405","dong thap",2012,"1",487.46,93,2.5,1646170,0.21789664484149,693,42.0977177326765,2012-01-01,0.348783137348696
"406","dong thap",2012,"2",487.46,93,2.5,1646170,0.21789664484149,655,39.7893291701343,2012-04-01,-0.054834054834055
"407","dong thap",2012,"3",487.46,93,2.5,1646170,0.21789664484149,645,39.1818584957811,2012-07-01,-0.0152671755725191
"408","dong thap",2012,"4",487.46,93,2.5,1646170,0.21789664484149,505,30.6772690548364,2012-10-01,-0.217054263565891
"409","dong thap",2013,"1",485.15,94.7,3.8,1639210,0.218453602116968,630,38.4331476747946,2013-01-01,0.252821677382506
"410","dong thap",2013,"2",485.15,94.7,3.8,1639210,0.218453602116968,666,40.6293275419257,2013-04-01,0.057142857142857
"411","dong thap",2013,"3",485.15,94.7,3.8,1639210,0.218453602116968,622,37.945107704321,2013-07-01,-0.0660660660660661
"412","dong thap",2013,"4",485.15,94.7,3.8,1639210,0.218453602116968,444,27.0862183612838,2013-10-01,-0.286173633440514
"413","dong thap",2014,"1",483.12,92,3.2,1632370,0.21902187306305,635,38.900494373212,2014-01-01,0.436172959043081
"414","dong thap",2014,"2",483.12,92,3.2,1632370,0.21902187306305,599,36.6951120150456,2014-04-01,-0.0566929133858268
"415","dong thap",2014,"3",483.12,92,3.2,1632370,0.21902187306305,620,37.9815850573093,2014-07-01,0.0350584307178631
"416","dong thap",2014,"4",483.12,92,3.2,1632370,0.21902187306305,492,30.1402255616067,2014-10-01,-0.206451612903226
"417","dong thap",2015,"1",481.12,93.6,1.8,1625600,0.219579894973743,619,38.0782480314961,2015-01-01,0.263369710145797
"418","dong thap",2015,"2",481.12,93.6,1.8,1625600,0.219579894973743,610,37.5246062992126,2015-04-01,-0.0145395799676899
"419","dong thap",2015,"3",481.12,93.6,1.8,1625600,0.219579894973743,661,40.6619094488189,2015-07-01,0.0836065573770491
"420","dong thap",2015,"4",481.12,93.6,1.8,1625600,0.219579894973743,515,31.6806102362205,2015-10-01,-0.220877458396369
"421","gia lai",2011,"1",86,83.9,4.9,1336100,0.401449594596012,103,7.70900381707956,2011-01-01,0
"422","gia lai",2011,"2",86,83.9,4.9,1336100,0.401449594596012,143,10.7027917072075,2011-04-01,0.388349514563107
"423","gia lai",2011,"3",86,83.9,4.9,1336100,0.401449594596012,127,9.50527655115635,2011-07-01,-0.111888111888112
"424","gia lai",2011,"4",86,83.9,4.9,1336100,0.401449594596012,111,8.30776139510516,2011-10-01,-0.125984251968504
"425","gia lai",2012,"1",87.53,87.9,4.9,1359970,0.402223001257914,117,8.60313095141805,2012-01-01,0.035553447224293
"426","gia lai",2012,"2",87.53,87.9,4.9,1359970,0.402223001257914,138,10.1472826606469,2012-04-01,0.179487179487179
"427","gia lai",2012,"3",87.53,87.9,4.9,1359970,0.402223001257914,142,10.4414067957381,2012-07-01,0.0289855072463768
"428","gia lai",2012,"4",87.53,87.9,4.9,1359970,0.402223001257914,118,8.67666198519085,2012-10-01,-0.169014084507042
"429","gia lai",2013,"1",89.01,83.9,8,1382970,0.40300082172603,106,7.66466373095584,2013-01-01,-0.116634514051863
"430","gia lai",2013,"2",89.01,83.9,8,1382970,0.40300082172603,135,9.76160003470791,2013-04-01,0.273584905660377
"431","gia lai",2013,"3",89.01,83.9,8,1382970,0.40300082172603,132,9.54467558949218,2013-07-01,-0.0222222222222222
"432","gia lai",2013,"4",89.01,83.9,8,1382970,0.40300082172603,123,8.89390225384499,2013-10-01,-0.0681818181818181
"433","gia lai",2014,"1",90.31,85.6,5.2,1403130,0.403775736838946,120,8.55230805413611,2014-01-01,-0.0384076853960475
"434","gia lai",2014,"2",90.31,85.6,5.2,1403130,0.403775736838946,142,10.1202311973944,2014-04-01,0.183333333333333
"435","gia lai",2014,"3",90.31,85.6,5.2,1403130,0.403775736838946,173,12.3295774447129,2014-07-01,0.21830985915493
"436","gia lai",2014,"4",90.31,85.6,5.2,1403130,0.403775736838946,145,10.3340388987478,2014-10-01,-0.161849710982659
"437","gia lai",2015,"1",91.81,84,1.7,1426400,0.404489956675857,119,8.34268087492989,2015-01-01,-0.192698909238594
"438","gia lai",2015,"2",91.81,84,1.7,1426400,0.404489956675857,150,10.5159842961301,2015-04-01,0.260504201680672
"439","gia lai",2015,"3",91.81,84,1.7,1426400,0.404489956675857,145,10.1654514862591,2015-07-01,-0.0333333333333333
"440","gia lai",2015,"4",91.81,84,1.7,1426400,0.404489956675857,137,9.60459899046551,2015-10-01,-0.0551724137931034
"441","ha giang",2011,"1",94.7,81,2.4,749540,0.176893606330863,45,6.00368225845185,2011-01-01,0
"442","ha giang",2011,"2",94.7,81,2.4,749540,0.176893606330863,119,15.8764041945727,2011-04-01,1.64444444444444
