province,ID,year,quarter,pop_dens,literacy,in_migration,pop,urban_rural_ratio,cases,incidence,diff
ninh binh,59,2014,3,681.85,97.3,7.9,939310,0.237627806472014,156,16.6079356123112,-0.0602409638554217
ninh binh,59,2014,4,681.85,97.3,7.9,939310,0.237627806472014,155,16.5014744865912,-0.00641025641025635
ninh binh,59,2013,4,674.87,97.4,11.9,930030,0.23398524572763,135,14.515660785136,-0.23728813559322
ninh binh,59,2015,1,688.52,97.8,5.6,948500,0.241329668891506,106,11.1755403268318,-0.322755046167973
ninh binh,59,2013,3,674.87,97.4,11.9,930030,0.23398524572763,177,19.0316441405116,0.220689655172414
ninh binh,59,2013,1,674.87,97.4,11.9,930030,0.23398524572763,148,15.9134651570379,0.0776575202191454
ninh binh,59,2011,2,655.75,97,10.2,911690,0.22435303439292,134,14.697978479527,0.288461538461538
ninh binh,59,2013,2,674.87,97.4,11.9,930030,0.23398524572763,145,15.5908949173683,-0.0202702702702703
ninh binh,59,2011,1,655.75,97,10.2,911690,0.22435303439292,104,11.407386282618,0
ninh binh,59,2012,3,668.98,97.3,10.2,920990,0.229432259614743,183,19.8699225833071,0.0892857142857142
ninh binh,59,2014,2,681.85,97.3,7.9,939310,0.237627806472014,166,17.6725468695106,0.286821705426356
ninh thuan,60,2011,1,169.09,80.5,3.8,567850,0.562630709961475,178,31.3463062428458,0
ninh thuan,60,2012,1,170.12,86.1,3.6,571310,0.561852428989311,157,27.480702245716,-0.012347039858872
ninh thuan,60,2012,2,170.12,86.1,3.6,571310,0.561852428989311,173,30.2812833662985,0.101910828025478
ninh thuan,60,2011,4,169.09,80.5,3.8,567850,0.562630709961475,158,27.8242493616272,0.025974025974026
ninh thuan,60,2011,2,169.09,80.5,3.8,567850,0.562630709961475,186,32.7551289953333,0.044943820224719
ninh thuan,60,2011,3,169.09,80.5,3.8,567850,0.562630709961475,154,27.1198379853835,-0.172043010752688
ninh thuan,60,2013,2,170.71,85,7.4,573280,0.561092503335784,183,31.9215740999163,0.115853658536585
ninh thuan,60,2013,3,170.71,85,7.4,573280,0.561092503335784,169,29.4794864638571,-0.0765027322404371
ninh thuan,60,2013,1,170.71,85,7.4,573280,0.561092503335784,164,28.6073123081217,0.0612755581008441
ninh thuan,60,2015,4,172.2,87.5,1.8,578300,0.559600862998921,161,27.8402213384057,0.0387096774193548
ninh thuan,60,2014,2,171.34,87.5,4,575420,0.560318880663792,183,31.8028570435508,0.270833333333333
ninh thuan,60,2015,1,172.2,87.5,1.8,578300,0.559600862998921,119,20.5775549022998,-0.177726622091571
ninh thuan,60,2012,3,170.12,86.1,3.6,571310,0.561852428989311,172,30.1062470462621,-0.00578034682080928
ninh thuan,60,2013,4,170.71,85,7.4,573280,0.561092503335784,158,27.5607033212392,-0.0650887573964497
ninh thuan,60,2014,1,171.34,87.5,4,575420,0.560318880663792,144,25.0251989850892,-0.0919970839131703
ninh thuan,60,2012,4,170.12,86.1,3.6,571310,0.561852428989311,154,26.9555932856068,-0.104651162790698
ninh thuan,60,2014,3,171.34,87.5,4,575420,0.560318880663792,153,26.5892739216572,-0.163934426229508
ninh thuan,60,2014,4,171.34,87.5,4,575420,0.560318880663792,144,25.0251989850892,-0.0588235294117647
ninh thuan,60,2015,2,172.2,87.5,1.8,578300,0.559600862998921,174,30.0881895210099,0.46218487394958
ninh thuan,60,2015,3,172.2,87.5,1.8,578300,0.559600862998921,155,26.8026975618191,-0.10919540229885
phu tho,83,2015,4,394.05,97.8,2.7,1392300,0.224969206405068,176,12.6409538174244,-0.0638297872340426
phu tho,83,2011,3,376.22,97.1,4.5,1329340,0.221279019559206,193,14.5184828561542,-0.0585365853658537
phu tho,83,2013,2,383.56,98.1,6.7,1355240,0.224024566473988,204,15.0526843953838,0.333333333333333
phu tho,83,2015,3,394.05,97.8,2.7,1392300,0.224969206405068,188,13.5028370322488,-0.117370892018779
phu tho,83,2012,2,379.47,98.2,3.1,1340810,0.22116067687936,190,14.1705387042161,0.283783783783784
phu tho,83,2012,3,379.47,98.2,3.1,1340810,0.22116067687936,208,15.5130107919839,0.0947368421052631
phu tho,83,2011,4,376.22,97.1,4.5,1329340,0.221279019559206,143,10.7572178675132,-0.259067357512953
phu tho,83,2012,1,379.47,98.2,3.1,1340810,0.22116067687936,148,11.0381038327578,0.0261113950376412
phu tho,83,2013,3,383.56,98.1,6.7,1355240,0.224024566473988,194,14.3148077093356,-0.0490196078431373
phu tho,83,2013,4,383.56,98.1,6.7,1355240,0.224024566473988,147,10.8467872849089,-0.242268041237113
phu tho,83,2012,4,379.47,98.2,3.1,1340810,0.22116067687936,163,12.1568305725643,-0.216346153846154
phu tho,83,2013,1,383.56,98.1,6.7,1355240,0.224024566473988,153,11.2895132965379,-0.0713440292557695
phu tho,83,2014,4,388.78,97.6,5.2,1373670,0.22528565439609,157,11.4292370074326,-0.305309734513274
phu tho,83,2011,2,376.22,97.1,4.5,1329340,0.221279019559206,205,15.421186453428,0.375838926174497
phu tho,83,2011,1,376.22,97.1,4.5,1329340,0.221279019559206,149,11.2085696661501,0
phu tho,83,2015,2,394.05,97.8,2.7,1392300,0.224969206405068,213,15.2984270631329,0.731707317073171
phu tho,83,2015,1,394.05,97.8,2.7,1392300,0.224969206405068,123,8.83430295195001,-0.227043507260817
phu tho,83,2014,3,388.78,97.6,5.2,1373670,0.22528565439609,226,16.4522774756674,0.234972677595628
phu tho,83,2014,1,388.78,97.6,5.2,1373670,0.22528565439609,133,9.6820924967423,-0.107376936375167
phu tho,83,2014,2,388.78,97.6,5.2,1373670,0.22528565439609,183,13.3219768940138,0.37593984962406
phu yen,61,2014,1,171.06,93.5,3.9,865670,0.401463517298321,135,15.5948571626601,0.0145803011809445
phu yen,61,2011,3,170.72,94.1,6.1,863960,0.300885355497335,167,19.3295985925274,0.143835616438356
phu yen,61,2014,2,171.06,93.5,3.9,865670,0.401463517298321,141,16.287961925445,0.0444444444444446
phu yen,61,2011,1,170.72,94.1,6.1,863960,0.300885355497335,171,19.7925829899532,0
phu yen,61,2013,3,170.99,95.2,3.9,865280,0.301388199551806,161,18.6066937869822,-0.0182926829268293
phu yen,61,2011,4,170.72,94.1,6.1,863960,0.300885355497335,112,12.9635631279226,-0.32934131736527
phu yen,61,2014,3,171.06,93.5,3.9,865670,0.401463517298321,168,19.4069333579771,0.191489361702128
phu yen,61,2013,4,170.99,95.2,3.9,865280,0.301388199551806,133,15.3707470414201,-0.173913043478261
phu yen,61,2011,2,170.72,94.1,6.1,863960,0.300885355497335,146,16.8989305060419,-0.146198830409357
phu yen,61,2013,1,170.99,95.2,3.9,865280,0.301388199551806,122,14.0994822485207,-0.0967245027942144
phu yen,61,2013,2,170.99,95.2,3.9,865280,0.301388199551806,164,18.9534023668639,0.344262295081967
phu yen,61,2012,3,170.9,95.2,3.2,864870,0.30120210029037,165,19.0780117243054,0.13013698630137
phu yen,61,2015,3,171.17,93.2,1.4,866200,0.401618122977346,133,15.354421611637,-0.0763888888888889
phu yen,61,2015,1,171.17,93.2,1.4,866200,0.401618122977346,132,15.2389748326022,-0.0300056365192116
phu yen,61,2015,2,171.17,93.2,1.4,866200,0.401618122977346,144,16.6243361810205,0.0909090909090908
phu yen,61,2014,4,171.06,93.5,3.9,865670,0.401463517298321,136,15.7103746231243,-0.190476190476191
phu yen,61,2012,2,170.9,95.2,3.2,864870,0.30120210029037,146,16.8811497681733,-0.033112582781457
phu yen,61,2012,1,170.9,95.2,3.2,864870,0.30120210029037,151,17.4592713355764,0.34679571991827
phu yen,61,2012,4,170.9,95.2,3.2,864870,0.30120210029037,135,15.6092823198862,-0.181818181818182
phu yen,61,2015,4,171.17,93.2,1.4,866200,0.401618122977346,123,14.1999538212884,-0.075187969924812
quang binh,62,2012,1,106.6,96.7,7.6,859790,0.183354666446454,119,13.8405889810303,-0.103958172309165
quang binh,62,2011,4,105.96,97,4,854570,0.181746525617092,132,15.4463648384568,-0.12
quang binh,62,2015,3,108.56,97.1,3.2,875600,0.252646638054363,121,13.8190954773869,-0.141843971631206
quang binh,62,2013,2,107.25,96.5,6.5,865020,0.185056305997753,151,17.4562437862708,0.102189781021898
quang binh,62,2015,1,108.56,97.1,3.2,875600,0.252646638054363,112,12.7912288716309,0.00312043427621323
quang binh,62,2015,4,108.56,97.1,3.2,875600,0.252646638054363,113,12.9054362722704,-0.0661157024793389
quang binh,62,2015,2,108.56,97.1,3.2,875600,0.252646638054363,141,16.1032434901782,0.258928571428571
quang binh,62,2012,2,106.6,96.7,7.6,859790,0.183354666446454,140,16.2830458600356,0.176470588235294
quang binh,62,2014,4,107.93,97.6,5.8,870490,0.249680577687813,111,12.7514388447886,-0.314814814814815
quang binh,62,2011,2,105.96,97,4,854570,0.181746525617092,138,16.1484723311139,0.104
quang binh,62,2013,1,107.25,96.5,6.5,865020,0.185056305997753,137,15.8377840974775,0.0555944487728832
quang binh,62,2014,1,107.93,97.6,5.8,870490,0.249680577687813,137,15.7382623579823,0.183818409121899
quang binh,62,2014,2,107.93,97.6,5.8,870490,0.249680577687813,187,21.4821537295087,0.364963503649635
quang binh,62,2013,4,107.25,96.5,6.5,865020,0.185056305997753,115,13.2944903008023,-0.160583941605839
quang binh,62,2012,4,106.6,96.7,7.6,859790,0.183354666446454,129,15.0036636853185,-0.173076923076923
quang binh,62,2014,3,107.93,97.6,5.8,870490,0.249680577687813,162,18.6102080437455,-0.133689839572192
quang binh,62,2011,3,105.96,97,4,854570,0.181746525617092,150,17.5526873164281,0.0869565217391304
quang binh,62,2013,3,107.25,96.5,6.5,865020,0.185056305997753,137,15.8377840974775,-0.0927152317880796
quang binh,62,2012,3,106.6,96.7,7.6,859790,0.183354666446454,156,18.1439653868968,0.114285714285714
quang binh,62,2011,1,105.96,97,4,854570,0.181746525617092,125,14.6272394303568,0
quang nam,84,2011,1,137.65,93.7,8.8,1436830,0.234793145528609,330,22.9672264638127,0
quang nam,84,2011,2,137.65,93.7,8.8,1436830,0.234793145528609,292,20.3225155376767,-0.115151515151515
quang nam,84,2012,1,138.33,95.1,3.3,1443980,0.236877269923936,319,22.091718721866,0.230311791129405
quang nam,84,2012,2,138.33,95.1,3.3,1443980,0.236877269923936,295,20.4296458399701,-0.0752351097178683
quang nam,84,2011,3,137.65,93.7,8.8,1436830,0.234793145528609,323,22.4800428721561,0.106164383561644
quang nam,84,2011,4,137.65,93.7,8.8,1436830,0.234793145528609,258,17.9561952353445,-0.201238390092879
quang nam,84,2013,1,139.04,94.9,6.2,1451370,0.238877697350451,313,21.5658309045936,0.00453640353596932
quang nam,84,2014,1,139.85,94.5,4.6,1459790,0.240969795890609,287,19.6603621068784,-0.0261276535474374
quang nam,84,2012,3,138.33,95.1,3.3,1443980,0.236877269923936,325,22.5072369423399,0.101694915254237
quang nam,84,2012,4,138.33,95.1,3.3,1443980,0.236877269923936,310,21.468441391155,-0.0461538461538461
quang nam,84,2013,4,139.04,94.9,6.2,1451370,0.238877697350451,293,20.1878225400828,-0.0638977635782746
quang nam,84,2015,1,140.65,94.8,2.5,1468200,0.324731570874312,270,18.389865140989,-0.17904155247204
quang nam,84,2014,2,139.85,94.5,4.6,1459790,0.240969795890609,360,24.6610813884189,0.254355400696864
quang nam,84,2014,3,139.85,94.5,4.6,1459790,0.240969795890609,339,23.2225183074278,-0.0583333333333334
quang nam,84,2014,4,139.85,94.5,4.6,1459790,0.240969795890609,327,22.4004822611472,-0.0353982300884956
quang nam,84,2015,4,140.65,94.8,2.5,1468200,0.324731570874312,255,17.3682059664896,-0.0727272727272728
quang nam,84,2015,2,140.65,94.8,2.5,1468200,0.324731570874312,301,20.501294101621,0.114814814814815
quang nam,84,2015,3,140.65,94.8,2.5,1468200,0.324731570874312,275,18.7304181991554,-0.0863787375415281
quang nam,84,2013,2,139.04,94.9,6.2,1451370,0.238877697350451,297,20.463424212985,-0.0511182108626198
quang nam,84,2013,3,139.04,94.9,6.2,1451370,0.238877697350451,313,21.5658309045936,0.0538720538720539
quang ngai,63,2013,1,237.39,88.9,4.2,1223050,0.180561588432321,189,15.4531703528065,-0.12990105381707
quang ngai,63,2012,2,237.11,86,1.8,1221830,0.178189848029006,273,22.3435338795086,0.365
quang ngai,63,2015,2,237.97,93.7,1.5,1226200,0.185421500386698,203,16.5552112216604,-0.0730593607305936
quang ngai,63,2011,3,236.78,86.1,5.4,1220120,0.175860606761497,242,19.8341146772449,-0.132616487455197
quang ngai,63,2014,1,237.65,92.6,3.6,1224520,0.182973954710565,193,15.7612778884788,-0.29902433012713
quang ngai,63,2014,2,237.65,92.6,3.6,1224520,0.182973954710565,268,21.886126808872,0.38860103626943
quang ngai,63,2015,3,237.97,93.7,1.5,1226200,0.185421500386698,292,23.8134072745066,0.438423645320197
quang ngai,63,2012,1,237.11,86,1.8,1221830,0.178189848029006,200,16.3688892890173,-0.286713957167294
quang ngai,63,2015,1,237.97,93.7,1.5,1226200,0.185421500386698,219,17.86005545588,0.0989947289866393
quang ngai,63,2011,1,236.78,86.1,5.4,1220120,0.175860606761497,197,16.145952857096,0
quang ngai,63,2015,4,237.97,93.7,1.5,1226200,0.185421500386698,206,16.7998695155766,-0.294520547945205
quang ngai,63,2011,2,236.78,86.1,5.4,1220120,0.175860606761497,279,22.8666032849228,0.416243654822335
quang ngai,63,2012,3,237.11,86,1.8,1221830,0.178189848029006,209,17.1054893070231,-0.234432234432234
quang ngai,63,2013,3,237.39,88.9,4.2,1223050,0.180561588432321,239,19.5413106577818,-0.0478087649402391
quang ngai,63,2011,4,236.78,86.1,5.4,1220120,0.175860606761497,280,22.9485624364817,0.15702479338843
quang ngai,63,2013,2,237.39,88.9,4.2,1223050,0.180561588432321,251,20.5224643309758,0.328042328042328
quang ngai,63,2014,3,237.65,92.6,3.6,1224520,0.182973954710565,274,22.3761147225035,0.0223880597014925
quang ngai,63,2013,4,237.39,88.9,4.2,1223050,0.180561588432321,275,22.484771677364,0.150627615062761
quang ngai,63,2014,4,237.65,92.6,3.6,1224520,0.182973954710565,199,16.2512658021102,-0.273722627737226
quang ngai,63,2012,4,237.11,86,1.8,1221830,0.178189848029006,217,17.7602448785838,0.0382775119617225
quang ninh,30,2012,3,196.38,95.5,2,1198390,1.23964640801375,220,18.3579636011649,-0.243986254295533
quang ninh,30,2013,3,198.21,95.5,4.5,1209580,1.30227069415101,243,20.0896178838936,-0.138297872340425
quang ninh,30,2013,1,198.21,95.5,4.5,1209580,1.30227069415101,206,17.0307048727658,0.0629909589830078
quang ninh,30,2012,4,196.38,95.5,2,1198390,1.23964640801375,192,16.0214955064712,-0.127272727272727
quang ninh,30,2013,2,198.21,95.5,4.5,1209580,1.30227069415101,282,23.3138775442716,0.368932038834952
quang ninh,30,2011,3,193.62,96.9,3.6,1181530,1.18155465288035,294,24.8829906985011,0.0537634408602151
quang ninh,30,2011,1,193.62,96.9,3.6,1181530,1.18155465288035,238,20.1433734225961,0
quang ninh,30,2011,4,193.62,96.9,3.6,1181530,1.18155465288035,232,19.635557285892,-0.210884353741497
quang ninh,30,2015,2,203.46,96.8,1.7,1241600,1.44361346191695,287,23.1153350515464,0.471794871794872
quang ninh,30,2014,1,201.18,97.2,3.8,1227670,1.37001930501931,200,16.2910228318685,0.0594244837081451
quang ninh,30,2012,1,196.38,95.5,2,1198390,1.23964640801375,204,17.0228389756256,-0.133060563152114
quang ninh,30,2015,1,203.46,96.8,1.7,1241600,1.44361346191695,195,15.7055412371134,-0.165315073135627
quang ninh,30,2011,2,193.62,96.9,3.6,1181530,1.18155465288035,279,23.6134503567408,0.172268907563025
quang ninh,30,2014,4,201.18,97.2,3.8,1227670,1.37001930501931,231,18.8161313708081,-0.0685483870967742
quang ninh,30,2015,3,203.46,96.8,1.7,1241600,1.44361346191695,238,19.1688144329897,-0.170731707317073
quang ninh,30,2013,4,198.21,95.5,4.5,1209580,1.30227069415101,186,15.3772383802642,-0.234567901234568
quang ninh,30,2012,2,196.38,95.5,2,1198390,1.23964640801375,291,24.2825791269954,0.426470588235294
quang ninh,30,2014,2,201.18,97.2,3.8,1227670,1.37001930501931,256,20.8525092247917,0.28
quang ninh,30,2015,4,203.46,96.8,1.7,1241600,1.44361346191695,212,17.0747422680412,-0.109243697478992
quang ninh,30,2014,3,201.18,97.2,3.8,1227670,1.37001930501931,248,20.2008683115169,-0.03125
quang tri,64,2012,3,128.23,92.5,3.6,607770,0.405833641746854,118,19.415239317505,-0.00840336134453791
quang tri,64,2015,3,130.36,92.2,4.7,617900,0.423732718894009,100,16.1838485191779,-0.0654205607476635
quang tri,64,2015,2,130.36,92.2,4.7,617900,0.423732718894009,107,17.3167179155203,0.289156626506024
quang tri,64,2012,1,128.23,92.5,3.6,607770,0.405833641746854,91,14.9727693041776,0.0060370059580288
quang tri,64,2012,2,128.23,92.5,3.6,607770,0.405833641746854,119,19.5797752439245,0.307692307692308
quang tri,64,2014,2,129.62,92.7,6.2,614370,0.417689680635038,100,16.2768364340707,0.176470588235294
quang tri,64,2015,1,130.36,92.2,4.7,617900,0.423732718894009,83,13.4325942709176,-0.0622064838382204
quang tri,64,2011,4,127.58,92,4.9,604720,0.400106503669746,90,14.8829210212991,-0.224137931034483
quang tri,64,2014,1,129.62,92.7,6.2,614370,0.417689680635038,85,13.8353109689601,0.00635416690888154
quang tri,64,2013,4,128.91,92.8,5.3,611000,0.411704905154687,84,13.7479541734861,-0.328
quang tri,64,2015,4,130.36,92.2,4.7,617900,0.423732718894009,90,14.5654636672601,-0.1
quang tri,64,2013,2,128.91,92.8,5.3,611000,0.411704905154687,97,15.8756137479542,-0.0582524271844661
quang tri,64,2014,4,129.62,92.7,6.2,614370,0.417689680635038,88,14.3236160619822,-0.032967032967033
quang tri,64,2011,2,127.58,92,4.9,604720,0.400106503669746,111,18.3556025929356,0.0183486238532109
quang tri,64,2013,3,128.91,92.8,5.3,611000,0.411704905154687,125,20.4582651391162,0.288659793814433
quang tri,64,2011,3,127.58,92,4.9,604720,0.400106503669746,116,19.1824315385633,0.0450450450450452
quang tri,64,2013,1,128.91,92.8,5.3,611000,0.411704905154687,103,16.8576104746318,0.024554991816694
quang tri,64,2011,1,127.58,92,4.9,604720,0.400106503669746,109,18.0248710146845,0
quang tri,64,2012,4,128.23,92.5,3.6,607770,0.405833641746854,100,16.4535926419534,-0.152542372881356
quang tri,64,2014,3,129.62,92.7,6.2,614370,0.417689680635038,91,14.8119211550043,-0.09
soc trang,65,2011,4,384.69,87.4,3.1,1273930,0.381212594327348,392,30.7709214792022,-0.130820399113082
soc trang,65,2011,1,384.69,87.4,3.1,1273930,0.381212594327348,379,29.7504572464735,0
soc trang,65,2012,1,382.42,88.3,2,1266420,0.398601861975284,372,29.374141280144,-0.0453928622190337
soc trang,65,2014,3,376.13,87.1,3.4,1245610,0.426537787601498,400,32.1127800836538,-0.0950226244343892
soc trang,65,2011,2,384.69,87.4,3.1,1273930,0.381212594327348,437,34.3032976694167,0.153034300791557
soc trang,65,2013,4,378.96,88.7,3.2,1254980,0.400558004575638,439,34.9806371416278,-0.0200892857142857
soc trang,65,2011,3,384.69,87.4,3.1,1273930,0.381212594327348,451,35.4022591508168,0.0320366132723111
soc trang,65,2015,3,373.32,88.5,1,1236300,0.436722835560721,440,35.5900671358085,0.0185185185185185
soc trang,65,2014,4,376.13,87.1,3.4,1245610,0.426537787601498,412,33.0761634861634,0.0300000000000002
soc trang,65,2015,4,373.32,88.5,1,1236300,0.436722835560721,402,32.5163795195341,-0.0863636363636364
soc trang,65,2015,1,373.32,88.5,1,1236300,0.436722835560721,398,32.1928334546631,-0.0267059398188614
soc trang,65,2015,2,373.32,88.5,1,1236300,0.436722835560721,432,34.9429750060665,0.085427135678392
soc trang,65,2012,3,382.42,88.3,2,1266420,0.398601861975284,443,34.9804962018919,0.025462962962963
soc trang,65,2013,2,378.96,88.7,3.2,1254980,0.400558004575638,445,35.4587324100782,0.0960591133004927
soc trang,65,2014,1,376.13,87.1,3.4,1245610,0.426537787601498,346,27.7775547723605,-0.20591627133902
soc trang,65,2013,3,378.96,88.7,3.2,1254980,0.400558004575638,448,35.6977800443035,0.00674157303370779
soc trang,65,2012,4,382.42,88.3,2,1266420,0.398601861975284,389,30.7165079515485,-0.121896162528217
soc trang,65,2013,1,378.96,88.7,3.2,1254980,0.400558004575638,406,32.35111316515,0.0532158543601366
soc trang,65,2012,2,382.42,88.3,2,1266420,0.398601861975284,432,34.1119060027479,0.161290322580645
soc trang,65,2014,2,376.13,87.1,3.4,1245610,0.426537787601498,442,35.4846219924374,0.277456647398844
son la,32,2012,4,79.71,74.9,1.3,1129870,0.160064888396066,71,6.28390876826538,-0.0897435897435896
son la,32,2015,1,83.07,77.7,0.6,1177400,0.160342958509904,58,4.92610837438424,0.00228156598392544
son la,32,2012,3,79.71,74.9,1.3,1129870,0.160064888396066,78,6.90344906936196,-0.178947368421053
son la,32,2015,3,83.07,77.7,0.6,1177400,0.160342958509904,82,6.96449804654323,0.223880597014925
son la,32,2013,4,80.7,75.5,2.6,1143910,0.160162271805274,69,6.03194307244451,-0.224719101123595
son la,32,2014,1,81.82,75.8,2,1159740,0.160260514626436,68,5.8633831720903,-0.0279445442919115
son la,32,2015,2,83.07,77.7,0.6,1177400,0.160342958509904,67,5.69050450144386,0.155172413793103
son la,32,2011,4,78.68,78.3,2.7,1115210,0.159962971052933,73,6.54585235067835,-0.324074074074074
son la,32,2014,3,81.82,75.8,2,1159740,0.160260514626436,82,7.07055029575594,-0.154639175257732
son la,32,2012,1,79.71,74.9,1.3,1129870,0.160064888396066,82,7.25747209856001,0.108713076580152
son la,32,2011,2,78.68,78.3,2.7,1115210,0.159962971052933,111,9.95328234144242,1.22
son la,32,2014,2,81.82,75.8,2,1159740,0.160260514626436,97,8.36394364254057,0.426470588235294
son la,32,2011,3,78.68,78.3,2.7,1115210,0.159962971052933,108,9.68427471059262,-0.0270270270270271
son la,32,2013,3,80.7,75.5,2.6,1143910,0.160162271805274,89,7.78033236880524,0.369230769230769
son la,32,2015,4,83.07,77.7,0.6,1177400,0.160342958509904,54,4.58637676235774,-0.341463414634146
son la,32,2012,2,79.71,74.9,1.3,1129870,0.160064888396066,95,8.40804694345367,0.158536585365854
son la,32,2014,4,81.82,75.8,2,1159740,0.160260514626436,57,4.91489471778157,-0.304878048780488
son la,32,2013,2,80.7,75.5,2.6,1143910,0.160162271805274,65,5.68226521317237,-0.0298507462686567
son la,32,2013,1,80.7,75.5,2.6,1143910,0.160162271805274,67,5.85710414280844,-0.0679202453753565
son la,32,2011,1,78.68,78.3,2.7,1115210,0.159962971052933,50,4.48346051416325,0
tay ninh,33,2012,4,273.14,91.8,3.9,1103410,0.193507912299488,413,37.4294233331219,-0.125
tay ninh,33,2012,3,273.14,91.8,3.9,1103410,0.193507912299488,472,42.7764838092821,0.0172413793103448
tay ninh,33,2014,2,277.92,93.1,5.7,1120730,0.225940186834103,428,38.1893944125704,0.144385026737968
tay ninh,33,2011,1,269.84,92.7,5.8,1090060,0.190502713978354,417,38.2547749665156,0
tay ninh,33,2011,2,269.84,92.7,5.8,1090060,0.190502713978354,431,39.5391079390125,0.0335731414868105
tay ninh,33,2014,4,277.92,93.1,5.7,1120730,0.225940186834103,375,33.4603338895184,-0.109263657957245
tay ninh,33,2015,2,280.19,93.4,1.8,1129900,0.224160346695558,439,38.8529958403399,0.14025974025974
tay ninh,33,2015,3,280.19,93.4,1.8,1129900,0.224160346695558,403,35.6668731746172,-0.082004555808656
tay ninh,33,2014,3,277.92,93.1,5.7,1120730,0.225940186834103,421,37.5648015132994,-0.016355140186916
tay ninh,33,2015,4,280.19,93.4,1.8,1129900,0.224160346695558,454,40.1805469510576,0.126550868486352
tay ninh,33,2011,3,269.84,92.7,5.8,1090060,0.190502713978354,408,37.429132341339,-0.0533642691415314
tay ninh,33,2013,1,275.6,93.4,3.6,1111400,0.196574110959184,416,37.4302681302861,2.25704028816219e-05
tay ninh,33,2013,2,275.6,93.4,3.6,1111400,0.196574110959184,463,41.6591686161598,0.112980769230769
tay ninh,33,2013,3,275.6,93.4,3.6,1111400,0.196574110959184,446,40.1295663127587,-0.0367170626349891
tay ninh,33,2012,2,273.14,91.8,3.9,1103410,0.193507912299488,464,42.0514586599723,0.091764705882353
tay ninh,33,2015,1,280.19,93.4,1.8,1129900,0.224160346695558,385,34.0738118417559,0.0183344838776292
tay ninh,33,2012,1,273.14,91.8,3.9,1103410,0.193507912299488,425,38.5169610570867,-0.0872652484806979
tay ninh,33,2014,1,277.92,93.1,5.7,1120730,0.225940186834103,374,33.3711063324797,-0.127325939343107
tay ninh,33,2013,4,275.6,93.4,3.6,1111400,0.196574110959184,425,38.2400575850279,-0.047085201793722
tay ninh,33,2011,4,269.84,92.7,5.8,1090060,0.190502713978354,460,42.1995119534704,0.127450980392157
thai binh,35,2012,3,1150.63,98.5,1.2,1806480,0.110729217904575,291,16.1086754351003,-0.255754475703325
thai binh,35,2012,2,1150.63,98.5,1.2,1806480,0.110729217904575,391,21.6443027323856,0.503846153846154
thai binh,35,2012,4,1150.63,98.5,1.2,1806480,0.110729217904575,258,14.2819184269961,-0.11340206185567
thai binh,35,2014,2,1160.19,98.5,4.7,1822430,0.11283241229811,376,20.6317938137542,0.53469387755102
thai binh,35,2012,1,1150.63,98.5,1.2,1806480,0.110729217904575,260,14.3926309729419,-0.0119294035957406
thai binh,35,2011,3,1145.65,97.7,2.3,1798660,0.109687330339075,322,17.9022160942035,-0.0445103857566765
thai binh,35,2011,2,1145.65,97.7,2.3,1798660,0.109687330339075,337,18.7361702600825,0.471615720524017
thai binh,35,2014,4,1160.19,98.5,4.7,1822430,0.11283241229811,196,10.7548712433399,-0.40785498489426
thai binh,35,2015,4,1165.2,98.4,0.5,1830300,0.113924050632911,226,12.3477025624215,-0.241610738255034
thai binh,35,2014,3,1160.19,98.5,4.7,1822430,0.11283241229811,331,18.1625631711506,-0.11968085106383
thai binh,35,2013,4,1155.71,98.5,2.2,1815040,0.111734512623881,215,11.8454689703808,-0.276094276094276
thai binh,35,2013,3,1155.71,98.5,2.2,1815040,0.111734512623881,297,16.3632757404795,-0.0601265822784812
thai binh,35,2014,1,1160.19,98.5,4.7,1822430,0.11283241229811,245,13.4435890541749,0.134914040785565
thai binh,35,2011,4,1145.65,97.7,2.3,1798660,0.109687330339075,262,14.5663994306873,-0.186335403726708
thai binh,35,2015,3,1165.2,98.4,0.5,1830300,0.113924050632911,298,16.2814839097416,-0.0418006430868169
thai binh,35,2011,1,1145.65,97.7,2.3,1798660,0.109687330339075,229,12.7317002657534,0
thai binh,35,2013,2,1155.71,98.5,2.2,1815040,0.111734512623881,316,17.4100846262341,0.192452830188679
thai binh,35,2013,1,1155.71,98.5,2.2,1815040,0.111734512623881,265,14.6002291960508,0.0222876758946436
thai binh,35,2015,1,1165.2,98.4,0.5,1830300,0.113924050632911,281,15.3526744249577,0.427508900626305
thai binh,35,2015,2,1165.2,98.4,0.5,1830300,0.113924050632911,311,16.991749986341,0.106761565836299
thai nguyen,85,2011,3,322.63,97.8,7.7,1139440,0.394266066271842,197,17.2891946921295,-0.108597285067873
thai nguyen,85,2011,4,322.63,97.8,7.7,1139440,0.394266066271842,168,14.7440848135926,-0.147208121827411
thai nguyen,85,2013,2,326.88,98.1,4.1,1155990,0.424018822833773,213,18.4257649287624,0.479166666666667
thai nguyen,85,2011,2,322.63,97.8,7.7,1139440,0.394266066271842,221,19.3954925226427,0.524137931034483
thai nguyen,85,2012,3,325.09,97.8,4.7,1149080,0.397596662571912,210,18.2754899571831,-0.036697247706422
thai nguyen,85,2012,4,325.09,97.8,4.7,1149080,0.397596662571912,166,14.44633968044,-0.209523809523809
thai nguyen,85,2012,1,325.09,97.8,4.7,1149080,0.397596662571912,158,13.750130539214,-0.0674137653808346
